Datetime,Range
2010-01-04,0.0
2010-01-07,0.6946006653212073
2010-01-08,0.5266735438619321
2010-01-12,0.7403926416096311
2010-01-19,1.0151829070820106
2010-01-25,1.8319062167104718
2010-01-26,0.7709326396565181
2010-02-01,1.6716163031668003
2010-02-03,0.8625196817914791
2010-02-08,0.9312169644805941
2010-02-11,0.6335313594197878
2010-02-12,0.6259006817170913
2010-02-19,1.210393591562461
2010-02-25,0.7745315398328643
2010-03-02,0.9815827781147952
2010-03-04,0.7898639766590989
2010-03-12,0.8512143566807318
2010-03-15,0.28374616474604153
2010-03-19,0.6825147565244691
2010-03-22,0.3910933244169925
2010-03-25,0.9048874002713525
2010-04-05,1.4953848097136166
2010-04-15,1.825142399569188
2010-04-16,0.3067362309587267
2010-04-23,0.7515108667202739
2010-04-28,0.7361874299366313
2010-04-29,0.6211688688088017
2010-05-07,3.1518123012245205
2010-05-13,1.8481378031152111
2010-05-26,3.8796932010830822
2010-05-27,1.3865808222178941
2010-06-01,0.647068638940425
2010-06-03,1.0861482461698238
2010-06-08,1.756326111072731
2010-06-17,1.5560508293385702
2010-07-01,3.0350692400631694
2010-07-14,2.2185355444634745
2010-07-20,0.7010014504200051
2010-07-27,1.186293027338941
2010-07-30,0.6855938573790006
2010-08-03,0.7934422334372329
2010-08-06,1.0476438459464354
2010-08-09,0.5469301360149181
2010-08-16,1.1477761692331505
2010-08-17,0.6572008405115319
2010-08-20,0.5885668447585672
2010-08-23,0.3407454327771404
2010-08-31,1.0222531696150767
2010-09-03,0.8751116299597079
2010-09-08,0.5498445897843673
2010-09-09,0.3639822557372874
2010-09-10,0.32526746035311405
2010-09-20,1.3475162396862572
2010-09-23,0.906085152177333
2010-09-27,0.4878918797920271
2010-09-29,0.49563943246040054
2010-09-30,0.3717265126904685
2010-10-04,0.8131531638393099
2010-10-18,1.68051830646559
2010-10-19,0.7744317493209998
2010-10-22,0.4569185998624654
2010-10-26,0.3717260279532013
2010-11-03,1.8818689859317494
2010-11-05,0.7434541432513306
2010-11-10,1.812166288183942
2010-11-17,2.449536733167676
2010-11-18,0.41296811225839036
2010-11-29,0.8960663034569514
2010-12-03,1.6596709269260472
2010-12-06,0.23375498193382427
2010-12-17,1.0363245520639701
2010-12-20,0.3194660420279263
2010-12-22,0.5610103609593118
2010-12-31,0.5999785520457124
2011-01-03,0.42856228222062853
2011-01-05,0.31947065063189584
2011-01-07,0.8415226505061568
2011-01-11,0.6311393324696795
2011-01-12,0.4285546731743004
2011-01-14,0.5298436730443576
2011-01-19,0.6467190981299993
2011-01-24,0.5843925473016434
2011-01-27,1.1454113325370514
2011-01-31,1.5895459882660035
2011-02-02,0.5376383014288528
2011-02-04,0.4675114243688334
2011-02-08,0.6467319019547446
2011-02-14,1.0830851340205605
2011-02-15,0.4219647655814356
2011-02-16,0.5721731114279152
2011-02-18,0.6035283373201956
2011-02-23,0.736769988811016
2011-02-28,0.49378966045392403
2011-03-02,0.7994718970166979
2011-03-03,0.28217006301854397
2011-03-10,0.822979477595144
2011-03-11,0.3918928796198742
2011-03-18,0.9170416196547322
2011-03-25,0.9954269364213708
2011-03-29,0.5094816034791627
2011-03-30,0.3291968705021411
2011-04-01,0.32135412586093537
2011-04-07,0.7837949814406322
2011-04-12,0.595683267075156
2011-04-13,0.25081653345903376
2011-04-14,0.6113591577218358
2011-04-15,0.36838399127588417
2011-04-19,0.6583911954518449
2011-04-20,1.0032611723206308
2011-04-25,0.5173103744375886
2011-04-28,1.1992143381873603
2011-05-03,1.183533260068529
2011-05-04,0.6975723086603303
2011-05-05,0.44675594346533387
2011-05-06,0.42324146881771796
2011-05-18,1.4194924205621788
2011-05-19,0.49702422872720575
2011-05-23,0.670581897372692
2011-06-01,0.8441551115120092
2011-06-06,1.0492732500503301
2011-06-07,0.31555545793645123
2011-06-10,0.3786759519592131
2011-06-14,0.599588357770358
2011-06-16,0.6311529286265412
2011-06-22,0.9546104907760657
2011-06-24,0.5285749202507084
2011-07-08,2.2011184787841884
2011-07-12,0.5049159415239082
2011-07-14,0.5285784367196484
2011-07-18,0.5916931549484516
2011-07-20,1.0887286603543807
2011-07-21,0.7810441721880288
2011-07-26,1.1833968105933117
2011-07-27,0.7494814441547213
2011-07-29,0.6863732933801607
2011-08-10,3.187293998350629
2011-08-17,1.44549126210514
2011-08-22,1.5163773777356298
2011-09-01,2.4373140199001746
2011-09-06,1.389343372114137
2011-09-08,1.2305574584467323
2011-09-12,1.1035359912535085
2011-09-20,1.7704272871494489
2011-09-23,2.3023447159257167
2011-09-28,1.4052225205865128
2011-10-04,1.6751548496843363
2011-10-12,2.4214274274885597
2011-10-13,0.5477981942480064
2011-10-14,0.6986466692182702
2011-10-18,0.5557450150453498
2011-10-19,0.5319212132758651
2011-10-21,0.849482355106403
2011-10-24,0.7939185922134513
2011-10-26,1.032090337888011
2011-10-28,1.032082473058182
2011-11-02,1.3496501109241699
2011-11-08,1.1908696278288247
2011-11-10,0.905057670131864
2011-11-15,0.8596951612589407
2011-11-25,2.1117113219559265
2011-12-01,1.0638520666490763
2011-12-02,0.3759479937651875
2011-12-06,0.567922343974228
2011-12-08,0.42394212029698863
2011-12-09,0.42394346601998123
2011-12-12,0.46393619149804266
2011-12-13,0.6479161101678734
2011-12-15,0.44794414442591446
2011-12-16,0.5039315775371023
2011-12-22,0.5839150737828156
2011-12-28,0.5679154593883524
2011-12-29,0.23196151969118972
2012-01-10,1.8637379013089515
2012-01-11,0.6558985580139947
2012-01-17,1.0238478014308185
2012-01-18,0.5439209786685453
