Datetime,Range
2010-01-04,0.38927931526174575
2010-01-05,0.3511152709135601
2010-01-06,0.42744330015929677
2010-01-07,0.3892792364009914
2010-01-08,0.4885066524653965
2010-01-11,0.48850672981165744
2010-01-12,0.37401309491173507
2010-01-13,0.38927922520988645
2010-01-14,0.6411657504814947
2010-01-15,0.4045453402515875
2010-01-19,0.42744340238908407
2010-01-20,0.4808749246632473
2010-01-21,0.5495698521271883
2010-01-22,1.0380780796886313
2010-01-25,0.42744339387803265
2010-01-26,0.5801025534197173
2010-01-27,0.6106332687530589
2010-01-28,0.7480275382799526
2010-01-29,1.7250410425920606
2010-02-01,0.42744322016867997
2010-02-02,0.27478575310094655
2010-02-03,0.5114059427683735
2010-02-04,0.5266720815556027
2010-02-05,0.5419383529871631
2010-02-08,0.3892793269492145
2010-02-09,0.4503426234388961
2010-02-10,0.30531660502639824
2010-02-11,0.5343037673547002
2010-02-12,0.36637995500890597
2010-02-16,0.2684018704870397
2010-02-17,0.22238912922167486
2010-02-18,0.39876842633040255
2010-02-19,0.17637784854080962
2010-02-22,0.22239059867177247
2010-02-23,0.5674774619442253
2010-02-24,0.3144146693855596
2010-02-25,0.48312219294224334
2010-02-26,0.260733125661023
2010-03-01,0.3987670224756563
2010-03-02,0.8128729636762593
2010-03-03,0.19938421046258625
2010-03-04,0.2914068271950221
2010-03-05,0.1993842146619933
2010-03-08,0.3297507930580146
2010-03-09,0.4294436927255312
2010-03-10,0.2377281749311564
2010-03-11,0.26073310624872903
2010-03-12,0.260731640524444
2010-03-15,0.27607058763261705
2010-03-16,0.22238914328230308
2010-03-17,0.36042589249658263
2010-03-18,0.16870906354273174
2010-03-19,0.4217733658215117
2010-03-22,0.2377282558786753
2010-03-23,0.37576197911946707
2010-03-24,0.19171542949857212
2010-03-25,0.590483798134521
2010-03-26,0.46778612952647336
2010-03-29,0.20705301784226648
2010-03-30,0.2760706610465924
2010-03-31,0.4217732087301691
2010-04-01,0.7055125708055527
2010-04-05,0.30674439709286716
2010-04-06,0.4601172288797706
2010-04-07,0.3220820240676723
2010-04-08,0.5214660977463694
2010-04-09,0.3910996796478088
2010-04-12,0.21472181083687758
2010-04-13,0.28373946585551835
2010-04-14,0.2607331429104498
2010-04-15,0.1840481247626009
2010-04-16,0.29140695794493254
2010-04-19,0.37576212915114837
2010-04-20,0.23772820763764457
2010-04-21,0.20705300062140708
2010-04-22,0.4831236617084471
2010-04-23,0.7131815936863042
2010-04-26,0.3220820383237246
2010-04-27,0.3834308904535817
2010-04-28,0.2914067822611841
2010-04-29,0.5828153015091608
2010-04-30,0.42944216252182343
2010-05-03,0.36809316565457806
2010-05-04,0.6134887444450641
2010-05-05,0.30674437968491475
2010-05-06,1.5107169044064257
2010-05-07,1.2499853561173317
2010-05-10,0.5904838065718003
2010-05-11,0.8282105690577062
2010-05-12,0.5061285944199589
2010-05-13,0.42177336202261984
2010-05-14,0.43711110792555274
2010-05-17,0.5981511357256011
2010-05-18,0.4621935433476878
