Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,23.37201492270811,23.738394940884536,23.34911562562279,23.6239013671875,38409100,0.0,0.0
2010-01-05 00:00:00-05:00,23.547571492696658,23.738394598057468,23.387279327143908,23.631532669067383,49749600,0.0,0.0
2010-01-06 00:00:00-05:00,23.57046667532449,23.723125724742246,23.29568242458295,23.48650550842285,58182400,0.0,0.0
2010-01-07 00:00:00-05:00,23.37964182958951,23.433073511964317,23.043794275563332,23.242250442504883,50559700,0.0,0.0
2010-01-08 00:00:00-05:00,23.112493560671282,23.57046781942526,23.081961166959864,23.402544021606445,51197400,0.0,0.0
2010-01-11 00:00:00-05:00,23.440711769296463,23.47887726747856,22.9903705376669,23.1048641204834,68754700,0.0,0.0
2010-01-12 00:00:00-05:00,23.013265175984763,23.204088272727365,22.83007517781563,22.95220184326172,65912100,0.0,0.0
2010-01-13 00:00:00-05:00,23.097223838068707,23.29567999930499,22.906400774095104,23.16592025756836,51863500,0.0,0.0
2010-01-14 00:00:00-05:00,23.13539288630223,23.738394598057468,23.097228847575973,23.631532669067383,63228100,0.0,0.0
2010-01-15 00:00:00-05:00,23.72311859392883,23.845245214407775,23.440699874156184,23.555194854736328,79913200,0.0,0.0
2010-01-19 00:00:00-05:00,23.47124492582407,23.845258084897637,23.417814682508553,23.7383975982666,46575700,0.0,0.0
2010-01-20 00:00:00-05:00,23.517033417711176,23.61626222381952,23.13538729915627,23.349109649658203,54849500,0.0,0.0
2010-01-21 00:00:00-05:00,23.364374377898173,23.448335528724627,22.898765676597442,22.90639877319336,73086700,0.0,0.0
2010-01-22 00:00:00-05:00,22.898770892910537,23.0514299478758,22.01335186818717,22.10494613647461,102004600,0.0,0.0
2010-01-25 00:00:00-05:00,22.318672604672695,22.63925551404745,22.211812120169416,22.379735946655273,63373000,0.0,0.0
2010-01-26 00:00:00-05:00,22.288144606693894,22.784284507843687,22.20418195442397,22.517131805419922,66639900,0.0,0.0
2010-01-27 00:00:00-05:00,22.402629703363036,22.761376566772388,22.15074329801933,22.646883010864258,63949500,0.0,0.0
2010-01-28 00:00:00-05:00,22.776641673200547,22.799540965632872,22.05151342735292,22.25760269165039,117513700,0.0,0.0
2010-01-29 00:00:00-05:00,22.822443049473012,22.837709247268947,21.112668204676886,21.509580612182617,193888500,0.0,0.0
2010-02-01 00:00:00-05:00,21.669864879740228,21.738561293536094,21.311118073367414,21.685131072998047,85931100,0.0,0.0
2010-02-02 00:00:00-05:00,21.654607858776128,21.753835238582113,21.47904948548117,21.723302841186523,54413700,0.0,0.0
2010-02-03 00:00:00-05:00,21.570642408919916,21.975187886468365,21.463781943699992,21.853059768676758,61397900,0.0,0.0
2010-02-04 00:00:00-05:00,21.662234295167874,21.753830009472342,21.227157927916743,21.250057220458984,77850000,0.0,0.0
2010-02-05 00:00:00-05:00,21.372186882043216,21.585909274974938,21.043970921987775,21.387453079223633,80960100,0.0,0.0
2010-02-08 00:00:00-05:00,21.37982184998757,21.433252088926025,21.04397276197681,21.158466339111328,52820600,0.0,0.0
2010-02-09 00:00:00-05:00,21.34928747579229,21.631706298709698,21.181363675270802,21.379819869995117,59195800,0.0,0.0
2010-02-10 00:00:00-05:00,21.395082025275666,21.55537269696537,21.250056091938973,21.36454963684082,48591300,0.0,0.0
2010-02-11 00:00:00-05:00,21.318755403789492,21.67750228140756,21.14319851405286,21.463781356811523,65993700,0.0,0.0
2010-02-12 00:00:00-05:00,21.2271584794825,21.417981554699374,21.051601599690468,21.318754196166992,81117200,0.0,0.0
